DEPARTAMENTO;MUNICIPIO;POBLADO
HUEHUETENANGO;SANTA BARBARA;Tojcail
HUEHUETENANGO;SANTA BARBARA;Tojchiquel
HUEHUETENANGO;SANTA BARBARA;Xoconilaj
HUEHUETENANGO;SANTA CRUZ BARILLAS;Chicol
HUEHUETENANGO;SANTA CRUZ BARILLAS;Cruz Quemada
HUEHUETENANGO;SANTA CRUZ BARILLAS;Sacpic
HUEHUETENANGO;SANTA CRUZ BARILLAS;Santa Barbara Huehuetenango
HUEHUETENANGO;SANTA CRUZ BARILLAS;Tojcail
HUEHUETENANGO;SANTA CRUZ BARILLAS;Tojchiquel
HUEHUETENANGO;SANTA CRUZ BARILLAS;Xoconilaj
HUEHUETENANGO;SANTA EULALIA;Amelco
HUEHUETENANGO;SANTA EULALIA;Asil
HUEHUETENANGO;SANTA EULALIA;B'Ololaq
HUEHUETENANGO;SANTA EULALIA;Cansacaj
HUEHUETENANGO;SANTA EULALIA;Ceiba
HUEHUETENANGO;SANTA EULALIA;Chibal Chiquito
HUEHUETENANGO;SANTA EULALIA;Chibal Grande
HUEHUETENANGO;SANTA EULALIA;Chojzunil
HUEHUETENANGO;SANTA EULALIA;Cocola Chiquito
HUEHUETENANGO;SANTA EULALIA;Cocola Grande
HUEHUETENANGO;SANTA EULALIA;Istenam
HUEHUETENANGO;SANTA EULALIA;Ixilte
HUEHUETENANGO;SANTA EULALIA;Ixtenam
HUEHUETENANGO;SANTA EULALIA;Mocuy Chiquito
HUEHUETENANGO;SANTA EULALIA;Mocuy Grande
HUEHUETENANGO;SANTA EULALIA;Molna
HUEHUETENANGO;SANTA EULALIA;Morelia
HUEHUETENANGO;SANTA EULALIA;Nancultac
HUEHUETENANGO;SANTA EULALIA;Paiconop
HUEHUETENANGO;SANTA EULALIA;Pananchilac
HUEHUETENANGO;SANTA EULALIA;Poila Azil
HUEHUETENANGO;SANTA EULALIA;Quixabaj
HUEHUETENANGO;SANTA EULALIA;San Luis
HUEHUETENANGO;SANTA EULALIA;Santa Alicia
HUEHUETENANGO;SANTA EULALIA;Santa Eulalia
HUEHUETENANGO;SANTA EULALIA;Temosh Grande
HUEHUETENANGO;SANTA EULALIA;Temush Yulas
HUEHUETENANGO;SANTA EULALIA;Tziquina Chiquito
HUEHUETENANGO;SANTA EULALIA;Tziquina Grande
HUEHUETENANGO;SANTA EULALIA;Valle Azul
HUEHUETENANGO;SANTA EULALIA;Xaxcacao
HUEHUETENANGO;SANTA EULALIA;Yalba
HUEHUETENANGO;SANTA EULALIA;Yaxcalante
HUEHUETENANGO;SANTA EULALIA;Yichom
HUEHUETENANGO;SANTA EULALIA;Yoch Pett
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;Bella Vista
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;La Florida
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;Loma Grande
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;Santiago Chimaltenango
HUEHUETENANGO;TECTITAN;Tectitan
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chalhuitz Los Perez
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chemal
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chiabal
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chicoy
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;El Rancho
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Mash
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;San Martin
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Todos Santos Cuchumatan
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Tojumuc
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Xolhuitz
HUEHUETENANGO;UNION CANTINIL;Tiboch
HUEHUETENANGO;UNION CANTINIL;Union Cantinil
Izabal;El Estor;Compañia Minera
Izabal;El Estor;El Estor
Izabal;El Estor;El Murcielago
Izabal;El Estor;El Paraiso
Izabal;El Estor;La Coroza El Estor
Izabal;El Estor;La Ensenada
Izabal;El Estor;Sumach
Izabal;Livingston;Aldea Chocón
Izabal;Livingston;Aldea Club Manati
Izabal;Livingston;Buena Vista
Izabal;Livingston;Buenos Aires
Izabal;Livingston;Caxaque (Aldea)
Izabal;Livingston;Cejá
Izabal;Livingston;Chocon
Izabal;Livingston;La Libertad
Izabal;Livingston;Livingston
Izabal;Livingston;Paracaidista
Izabal;Livingston;Puerto Cadenas
Izabal;Livingston;Rio Dulce CA13
Izabal;Livingston;Sahila
Izabal;Livingston;San Felipe
Izabal;Livingston;Seja (Rio Dulce)
Izabal;Livingston;Semox
Izabal;Livingston;Toquela
Izabal;Los Amates;Agencia Caex Los Amates
Izabal;Los Amates;Aldea Patzun
Izabal;Los Amates;Aztec
Izabal;Los Amates;Campo II
Izabal;Los Amates;Campo III
Izabal;Los Amates;Chapulco
Izabal;Los Amates;Chapulquito
Izabal;Los Amates;Choctaw
Izabal;Los Amates;Cocales
Izabal;Los Amates;Colonia Nueva Jerusalen
Izabal;Los Amates;Colonia Santa Isabel
Izabal;Los Amates;Colonia Seminola
Izabal;Los Amates;Cristina
Izabal;Los Amates;Cruce De Las Ruinas
Izabal;Los Amates;Curva El Pino
Izabal;Los Amates;Dakota
Izabal;Los Amates;El Guacamayo
Izabal;Los Amates;El Jute
Izabal;Los Amates;El Polvorin
Izabal;Los Amates;El Quiche
Izabal;Los Amates;El Rico
Izabal;Los Amates;El Tipon
Izabal;Los Amates;Finca Campos Nuevos
Izabal;Los Amates;Finca Creek
Izabal;Los Amates;Finca El Pilar
Izabal;Los Amates;Finca Maya
Izabal;Los Amates;Finca Nueva
Izabal;Los Amates;Izabalito
Izabal;Los Amates;Juan De Paz
Izabal;Los Amates;La Ceiba
Izabal;Los Amates;La Democracia
Izabal;Los Amates;La Loma, Rio Blanco 
Izabal;Los Amates;La Palmilla
Izabal;Los Amates;La Palmilla Vega Grande
Izabal;Los Amates;La Union
Izabal;Los Amates;Las Basas
Izabal;Los Amates;Las Viñas
Izabal;Los Amates;Loma del Rico
Izabal;Los Amates;Los Amates
Izabal;Los Amates;Madre Vieja
Izabal;Los Amates;Nahuá
Izabal;Los Amates;Natalia
Izabal;Los Amates;Planes De Quirigua
Izabal;Los Amates;Playa Dorada
Izabal;Los Amates;Puebla
Izabal;Los Amates;Puebla II
Izabal;Los Amates;Quirigua
Izabal;Los Amates;Rio Blanco
Izabal;Los Amates;Seminola
Izabal;Los Amates;Suiche Molina
Izabal;Los Amates;Trincheras
Izabal;Los Amates;Yaqui
Izabal;Los Amates;Yuma
Izabal;Morales;Agencia Caex Morales
Izabal;Morales;Alde El Boqueron
Izabal;Morales;Aldea Chane
Izabal;Morales;Aldea El Cerrito
Izabal;Morales;Aldea Guaytan
Izabal;Morales;Aldea Seux
Izabal;Morales;Aldea Sinai
Izabal;Morales;Aldea York
Izabal;Morales;Arapahoe
Izabal;Morales;Bananera
Izabal;Morales;Barranca Bananera
Izabal;Morales;Barrio Naranjo
Izabal;Morales;Buena Vista
Izabal;Morales;Buenos Aires
Izabal;Morales;Cadenas
Izabal;Morales;Cayuga
Izabal;Morales;Cedrito
Izabal;Morales;Cerritos
Izabal;Morales;Chiriqui
Izabal;Morales;Creek Zarco
Izabal;Morales;Cumbre El Rosario
Izabal;Morales;Darmouth
Izabal;Morales;El Benque El Amatillo
Izabal;Morales;El Cedro
Izabal;Morales;El Choco
Izabal;Morales;El Rosario
Izabal;Morales;Gran Cañon
Izabal;Morales;Juyama
Izabal;Morales;La Libertad
Izabal;Morales;La Cienega
Izabal;Morales;La Colosa
Izabal;Morales;La Coroza
Izabal;Morales;La Pimienta
Izabal;Morales;La Ruidosa
Izabal;Morales;Las Cruces
Izabal;Morales;Las Flores
Izabal;Morales;Las Posas
Izabal;Morales;Los Andes
Izabal;Morales;Los Angeles
Izabal;Morales;Mariscos
Izabal;Morales;Milla 45
Izabal;Morales;Milla 6
Izabal;Morales;Milla 7
Izabal;Morales;Montufar
Izabal;Morales;Morales
Izabal;Morales;Navajoa
Izabal;Morales;Nueva Esperanza
Izabal;Morales;Oneida
Izabal;Morales;Picuatz
Izabal;Morales;Piedras De Sangre
Izabal;Morales;Playitas
Izabal;Morales;Quebrada Grande
Izabal;Morales;Rio Blanco
Izabal;Morales;San Isidro El Choco
Izabal;Morales;San Rafael
Izabal;Morales;San Rafael El Choco
Izabal;Morales;Satelite
Izabal;Morales;Shane (aldea)
Izabal;Morales;Suiche Quebradas
Izabal;Morales;Valle Nuevo
Izabal;Morales;Virginia
Izabal;Puerto Barrios;Agencia Caex Puerto Barrios
Izabal;Puerto Barrios;Agencia Caex Santo Tomas
Izabal;Puerto Barrios;Alde Crik Negro
Izabal;Puerto Barrios;Aldea Agua Caliente
Izabal;Puerto Barrios;Barrio El Cangrejal
Izabal;Puerto Barrios;Barrio El Limonar
Izabal;Puerto Barrios;Barrio Las Champas
Izabal;Puerto Barrios;Campo Verde I (Finca)
Izabal;Puerto Barrios;Campo Verde Ii (Finca)
Izabal;Puerto Barrios;Canarias
Izabal;Puerto Barrios;Champona
Izabal;Puerto Barrios;Chinoc
Izabal;Puerto Barrios;Cimarron (Aldea)
Izabal;Puerto Barrios;Colinas I Y Ii
Izabal;Puerto Barrios;Colonia 15 De Abril
Izabal;Puerto Barrios;Colonia Banvi I
Izabal;Puerto Barrios;Colonia Banvi Ii
Izabal;Puerto Barrios;Colonia Buena Vista
Izabal;Puerto Barrios;Colonia Buenos Aires
Izabal;Puerto Barrios;Colonia Colinas I
Izabal;Puerto Barrios;Colonia Colinas Ii
Izabal;Puerto Barrios;Colonia Coviemport
Izabal;Puerto Barrios;Colonia El Cafetalito
Izabal;Puerto Barrios;Colonia El Manantial
Izabal;Puerto Barrios;Colonia El Tamarindal
Izabal;Puerto Barrios;Colonia La Fuerteza
Izabal;Puerto Barrios;Colonia La Repegua
Izabal;Puerto Barrios;Colonia Las Flores
Izabal;Puerto Barrios;Colonia Las Palmeras
Izabal;Puerto Barrios;Colonia Los Gringos
Izabal;Puerto Barrios;Colonia Los Pocitos
Izabal;Puerto Barrios;Colonia Maria Luisa I
Izabal;Puerto Barrios;Colonia Maria Luisa Ii
Izabal;Puerto Barrios;Colonia Maria Luisa Iii
Izabal;Puerto Barrios;Colonia Motocross
Izabal;Puerto Barrios;Colonia Piedras Negras
Izabal;Puerto Barrios;Colonia Portuaria
Izabal;Puerto Barrios;Colonia Progreso
Izabal;Puerto Barrios;Colonia San Manuel Hasta Colonia Maria Luisa
Izabal;Puerto Barrios;Colonia Vista Hermosa
Izabal;Puerto Barrios;Dos Puertos (Residenciales)
Izabal;Puerto Barrios;Dublin (Finca)
Izabal;Puerto Barrios;El Cinchado
Izabal;Puerto Barrios;El Inde
Izabal;Puerto Barrios;El Mitch
Izabal;Puerto Barrios;El Pueblito
Izabal;Puerto Barrios;Entre Rios
Izabal;Puerto Barrios;Eskimo (Finca)
Izabal;Puerto Barrios;Hopay (Finca)
Izabal;Puerto Barrios;Jimeritos
Izabal;Puerto Barrios;Kickappo (Finca)
Izabal;Puerto Barrios;Las Escobas
Izabal;Puerto Barrios;Limones
Izabal;Puerto Barrios;Machacas
Izabal;Puerto Barrios;Omagua Ii (Finca)
Izabal;Puerto Barrios;Omagua III (Finca)
Izabal;Puerto Barrios;Petromaya
Izabal;Puerto Barrios;Piedra Parada
Izabal;Puerto Barrios;Placa I
Izabal;Puerto Barrios;Puerto Barrios
Izabal;Puerto Barrios;Quebrada Seca
Izabal;Puerto Barrios;San Agustín
Izabal;Puerto Barrios;San Agustin
Izabal;Puerto Barrios;San Andres
Izabal;Puerto Barrios;San Francisco
Izabal;Puerto Barrios;San Manuel
Izabal;Puerto Barrios;Santo Tomas De Castilla
Izabal;Puerto Barrios;Tenedores
Izabal;Puerto Barrios;Villa Canales
Izabal;Puerto Barrios;Vista Hermosa (Colonia)
Jalapa;Jalapa;Achiotes Jumay
Jalapa;Jalapa;Agencia Caex Jalapa
Jalapa;Jalapa;Carrizal
Jalapa;Jalapa;Chagüite
Jalapa;Jalapa;El Divisadero
Jalapa;Jalapa;El Durazno
Jalapa;Jalapa;El Paraiso
Jalapa;Jalapa;Jalapa
Jalapa;Jalapa;La Fuente
Jalapa;Jalapa;La Laguneta
Jalapa;Jalapa;La Paz
Jalapa;Jalapa;La Toma
Jalapa;Jalapa;Las Brisas
Jalapa;Jalapa;Los Izotes
Jalapa;Jalapa;Los Limares
Jalapa;Jalapa;Los Lopez
Jalapa;Jalapa;Palo verde
Jalapa;Jalapa;San Francisco
Jalapa;Jalapa;Sanpaquisoy
Jalapa;Jalapa;Sansayo
Jalapa;Jalapa;Sanyuyo
Jalapa;Jalapa;Sashico
Jalapa;Jalapa;Tatasirire
Jalapa;Jalapa;Yerbabuena
Jalapa;Jalapa;Zona 1
Jalapa;Jalapa;Zona 2
Jalapa;Jalapa;Zona 3
Jalapa;Jalapa;Zona 4
Jalapa;Jalapa;Zona 5
Jalapa;Jalapa;Zona 6
Jalapa;Jalapa;Zona 7
Jalapa;Mataquescuintla;La Pedrera
Jalapa;Mataquescuintla;Miramundo
Jalapa;Mataquescuintla;Morales
Jalapa;Mataquescuintla;Pino Dulce
Jalapa;Mataquescuintla;San José La Sierra
Jalapa;Mataquescuintla;Soledad Grande
Jalapa;Mataquescuintla;Zona 1
Jalapa;Mataquescuintla;Zona 2
Jalapa;Mataquescuintla;Zona 3
Jalapa;Mataquescuintla;Zona 4
Jalapa;Monjas;Buena Vista Achiotes
Jalapa;Monjas;Casa De Tablas
Jalapa;Monjas;El Copalar
Jalapa;Monjas;El Rodeo
Jalapa;Monjas;El Salamo
Jalapa;Monjas;La Campana
Jalapa;Monjas;La Recta
Jalapa;Monjas;Las Palmas (Aldea)
Jalapa;Monjas;Llano Grande
Jalapa;Monjas;Los Achiotes
Jalapa;Monjas;Mojarritas
Jalapa;Monjas;Monjas
Jalapa;Monjas;Morazan
Jalapa;Monjas;Ovejero
Jalapa;Monjas;Pinos Altos
Jalapa;Monjas;San Antonio
Jalapa;Monjas;San Juancito
Jalapa;Monjas;Terrones
Jalapa;San Carlos Alzatate;El Pino Zapoton
Jalapa;San Carlos Alzatate;Garay
Jalapa;San Carlos Alzatate;Las Flores
Jalapa;San Carlos Alzatate;Las Tapias
Jalapa;San Carlos Alzatate;Miraflores
Jalapa;San Carlos Alzatate;Sabaneta
Jalapa;San Carlos Alzatate;San Carlos Alzatate
Jalapa;San Luis Jilotepeque;Cruz De Villeda
Jalapa;San Luis Jilotepeque;Culima
Jalapa;San Luis Jilotepeque;Cushapa
Jalapa;San Luis Jilotepeque;El Campo
Jalapa;San Luis Jilotepeque;Palo Blanco
Jalapa;San Luis Jilotepeque;Pampacaya
Jalapa;San Luis Jilotepeque;San Luis Jilotepeque
Jalapa;San Luis Jilotepeque;Songotongo
Jalapa;San Luis Jilotepeque;Tierra Blanca
Jalapa;San Manuel Chaparron;Damian (Aldea)
Jalapa;San Manuel Chaparron;El Rodeito
Jalapa;San Manuel Chaparron;Juan Cano
Jalapa;San Manuel Chaparron;La Peña (Aldea)
Jalapa;San Manuel Chaparron;Llano Verde
Jalapa;San Manuel Chaparron;Los Amates
Jalapa;San Manuel Chaparron;Poza Verde
Jalapa;San Manuel Chaparron;San Manuel Chaparron
Jalapa;San Manuel Chaparron;San Sebastian
Jalapa;San Manuel Chaparron;Vivares
Jalapa;San Pedro Pinula;Agua Zarca
Jalapa;San Pedro Pinula;El Cuajilote
Jalapa;San Pedro Pinula;El Maestrillo
Jalapa;San Pedro Pinula;El Paso de los Riscos
Jalapa;San Pedro Pinula;El Pinalon
Jalapa;San Pedro Pinula;El Potreron
Jalapa;San Pedro Pinula;El Zapote
Jalapa;San Pedro Pinula;El Zunzo
Jalapa;San Pedro Pinula;La Cumbre
Jalapa;San Pedro Pinula;Los Chorros
Jalapa;San Pedro Pinula;Pinalito
Jalapa;San Pedro Pinula;San Marcos El Aguacate
Jalapa;San Pedro Pinula;San Pedro Pinula
Jalapa;San Pedro Pinula;Sansayo
Jalapa;San Pedro Pinula;Santo Domingo
Jutiapa;Agua Blanca;Agua Blanca
Jutiapa;Agua Blanca;El Carrizo
Jutiapa;Agua Blanca;El Quequexque
Jutiapa;Agua Blanca;El Tempisque
Jutiapa;Agua Blanca;El Tobon
Jutiapa;Agua Blanca;La Cima
Jutiapa;Agua Blanca;La Estacion
Jutiapa;Agua Blanca;Obrajuelo
Jutiapa;Agua Blanca;Panalvia
Jutiapa;Agua Blanca;Papalhuapa
Jutiapa;Agua Blanca;Piñuelas
Jutiapa;Agua Blanca;San Patricio
Jutiapa;Asunción Mita;Achuapa
Jutiapa;Asunción Mita;Asuncion Grande
Jutiapa;Asunción Mita;Asuncion Mita
Jutiapa;Asunción Mita;Asuncioncita
Jutiapa;Asunción Mita;Buenos Aires
Jutiapa;Asunción Mita;Cerro Blanco
Jutiapa;Asunción Mita;Chavarria
Jutiapa;Asunción Mita;Cola De Pava
Jutiapa;Asunción Mita;Crucitas
Jutiapa;Asunción Mita;El Cipres
Jutiapa;Asunción Mita;El Guapinol
Jutiapa;Asunción Mita;El Jicaral
Jutiapa;Asunción Mita;El Manguito, Asunción Mita 
Jutiapa;Asunción Mita;El Pito
Jutiapa;Asunción Mita;El Sitio de las Flores
Jutiapa;Asunción Mita;El Tamarindo
Jutiapa;Asunción Mita;El Tule
Jutiapa;Asunción Mita;Estanzuelas
Jutiapa;Asunción Mita;Frontera Anguiatu
Jutiapa;Asunción Mita;Girones
Jutiapa;Asunción Mita;Guevara
Jutiapa;Asunción Mita;La Arenera
Jutiapa;Asunción Mita;La Playa
Jutiapa;Asunción Mita;Laguna de Güija
Jutiapa;Asunción Mita;Las Moritas
Jutiapa;Asunción Mita;Loma Larga
Jutiapa;Asunción Mita;Los Amates
Jutiapa;Asunción Mita;Nueva Estanzuelas
Jutiapa;Asunción Mita;San Joaquin
Jutiapa;Asunción Mita;San Jose Las Flores
Jutiapa;Asunción Mita;San Juan Las Minas
Jutiapa;Asunción Mita;San Matias
Jutiapa;Asunción Mita;San Miguelito
Jutiapa;Asunción Mita;San Rafael El Rosario
Jutiapa;Asunción Mita;Santa Cruz
Jutiapa;Asunción Mita;Santa Elena
Jutiapa;Asunción Mita;Shanshul
Jutiapa;Asunción Mita;Tiucal
Jutiapa;Asunción Mita;Tiucal Arriba
Jutiapa;Asunción Mita;Trapiche Abajo
Jutiapa;Asunción Mita;Trapiche Arriba
Jutiapa;Asunción Mita;Trapiche Vargas
Jutiapa;Asunción Mita;Valle Nuevo
Jutiapa;Atescatempa;Amatepeque
Jutiapa;Atescatempa;Atescatempa
Jutiapa;Atescatempa;Contepeque
Jutiapa;Atescatempa;El Naranjo
Jutiapa;Atescatempa;El Rosario
Jutiapa;Atescatempa;El Sitio
Jutiapa;Atescatempa;Horcones
Jutiapa;Atescatempa;La Gloria
Jutiapa;Atescatempa;Las Vegas
Jutiapa;Atescatempa;Los Cerritos
Jutiapa;Atescatempa;San Cristobal Frontera
Jutiapa;Atescatempa;Sansuque
Jutiapa;Comapa;Caserio El Talpetate
Jutiapa;Comapa;Comapa
Jutiapa;Comapa;El Guachipilin
Jutiapa;Comapa;El Pinal
Jutiapa;Comapa;San Cristobal
Jutiapa;Comapa;Santa Barbara
Jutiapa;Conguaco;Briotis, Caserio 
Jutiapa;Conguaco;Caserio El Chile
Jutiapa;Conguaco;Conguaco
Jutiapa;Conguaco;El Bran
Jutiapa;Conguaco;Las Pilas
Jutiapa;Conguaco;San Pedro
Jutiapa;El Adelanto;El Adelanto
Jutiapa;El Adelanto;El Trapiche
Jutiapa;El Progreso;El Limon
Jutiapa;El Progreso;El Ovejero
Jutiapa;El Progreso;El Parcelamiento
Jutiapa;El Progreso;El Pino
Jutiapa;El Progreso;El Porvenir
Jutiapa;El Progreso;El Progreso, Achuapa 
Jutiapa;El Progreso;El Rodeo
Jutiapa;El Progreso;Encino Gacho
Jutiapa;El Progreso;La Acequia
Jutiapa;El Progreso;La Vega
Jutiapa;El Progreso;Las Flores
Jutiapa;El Progreso;Las Uvas
Jutiapa;El Progreso;Los Apantes
Jutiapa;El Progreso;Moran Abajo
Jutiapa;El Progreso;Moran Arriba
Jutiapa;El Progreso;Pozas de Agua
Jutiapa;El Progreso;Valle Abajo
Jutiapa;El Progreso;Valle Arriba
Jutiapa;El Progreso;Zona 1
Jutiapa;El Progreso;Zona 2
Jutiapa;El Progreso;Zona 3
Jutiapa;El Progreso;Zona 4
Jutiapa;Jalpatagua;Aceituno
Jutiapa;Jalpatagua;Aldea La Toma
Jutiapa;Jalpatagua;Azulco
Jutiapa;Jalpatagua;El Coco
Jutiapa;Jalpatagua;El Llano
Jutiapa;Jalpatagua;El Melonar
Jutiapa;Jalpatagua;El Retozadero
Jutiapa;Jalpatagua;El Rosario
Jutiapa;Jalpatagua;La Puerta
Jutiapa;Jalpatagua;Monzon
Jutiapa;Jalpatagua;San Francisco, Aldea 
Jutiapa;Jalpatagua;San Ixtan
Jutiapa;Jalpatagua;Tierra Blanca
Jutiapa;Jalpatagua;Valle Nuevo Frontera
Jutiapa;Jalpatagua;Zona 1
Jutiapa;Jalpatagua;Zona 2
Jutiapa;Jalpatagua;Zona 3
Jutiapa;Jerez;El Saral
Jutiapa;Jerez;El Sitio
Jutiapa;Jerez;Escarbaderos
Jutiapa;Jerez;Esmeralda
Jutiapa;Jerez;Jerez
Jutiapa;Jutiapa;Agencia Caex Jutiapa
Jutiapa;Jutiapa;Aldea El Botadero
Jutiapa;Jutiapa;Amayito
Jutiapa;Jutiapa;Amayo Ingenio
Jutiapa;Jutiapa;Amayo Sitio
Jutiapa;Jutiapa;Canoas
Jutiapa;Jutiapa;Caserio El Matilisguate
Jutiapa;Jutiapa;Cerro Gordo
Jutiapa;Jutiapa;Cieneguilla
Jutiapa;Jutiapa;El Aguacate
Jutiapa;Jutiapa;El Anonito
Jutiapa;Jutiapa;El Barreal
Jutiapa;Jutiapa;El Carrizal
Jutiapa;Jutiapa;El Caulote
Jutiapa;Jutiapa;El Chiltepe
Jutiapa;Jutiapa;El Durazno
Jutiapa;Jutiapa;El Naranjo
Jutiapa;Jutiapa;El Pino
Jutiapa;Jutiapa;El Rinconsito
Jutiapa;Jutiapa;El Tablon
Jutiapa;Jutiapa;Guacamayas
Jutiapa;Jutiapa;Ixtacapa
Jutiapa;Jutiapa;Jicaro Grande
Jutiapa;Jutiapa;La Arada
Jutiapa;Jutiapa;La Brea
Jutiapa;Jutiapa;La Flor
Jutiapa;Jutiapa;La Mina
Jutiapa;Jutiapa;La Pajarita
Jutiapa;Jutiapa;La Perla
Jutiapa;Jutiapa;Las Crucitas
Jutiapa;Jutiapa;Las Impresiones
Jutiapa;Jutiapa;Las Majadas
Jutiapa;Jutiapa;Las Mesas
Jutiapa;Jutiapa;Las Pozas
Jutiapa;Jutiapa;Las Tunas
Jutiapa;Jutiapa;Los Anonos
Jutiapa;Jutiapa;Maria Montaña
Jutiapa;Jutiapa;Paso Bueno
Jutiapa;Jutiapa;Piedra Blanca
Jutiapa;Jutiapa;Pipilteque
Jutiapa;Jutiapa;Potrero Grande
Jutiapa;Jutiapa;Quebrada Seca
Jutiapa;Jutiapa;Rio De La Virgen
Jutiapa;Jutiapa;San Antonio
Jutiapa;Jutiapa;Santa Clara
Jutiapa;Jutiapa;Trancas 1
Jutiapa;Jutiapa;Trancas 2
Jutiapa;Jutiapa;Zamororo
Jutiapa;Jutiapa;Zona 1 Jutiapa
Jutiapa;Jutiapa;Zona 2
Jutiapa;Jutiapa;Zona 3 Jutiapa
Jutiapa;Jutiapa;Zona 4
Jutiapa;Moyuta;Ciudad Pedro De Alvarado
Jutiapa;Moyuta;Cofradias
Jutiapa;Moyuta;El Naranjo
Jutiapa;Moyuta;El Paraiso (Aldea)
Jutiapa;Moyuta;El Rodeo
Jutiapa;Moyuta;El Rosario (Aldea)
Jutiapa;Moyuta;El Salamar (Aldea)
Jutiapa;Moyuta;Garita Chapina (Aldea)
Jutiapa;Moyuta;La Laguna
Jutiapa;Moyuta;Los Achiotes
Jutiapa;Moyuta;Moyuta
Jutiapa;Moyuta;Santa Cruz
Jutiapa;Zapotitlan;Zapotitlan
Petén;Dolores;Aldea Cristo Rey
Petén;Dolores;Boca Del Monte
Petén;Dolores;Calzada Mopan Sabanetas
Petén;Dolores;Cristo Rey
Petén;Dolores;Dolores
Petén;Dolores;El bombillo
Petén;Dolores;El Cabro Sabanetas
Petén;Dolores;El manantial
Petén;Dolores;Grano de Oro
Petén;Dolores;Ixcoxol
Petén;Dolores;La Nueva Union Sabanetas
Petén;Dolores;La tarima
Petén;Dolores;Monte los Olivos
Petén;Dolores;Mopan III
Petén;Dolores;Nuevos Orizontes
Petén;Dolores;Sabanetas
Petén;Dolores;Santo Domingo
Petén;Dolores;Santo Toribio
Petén;Dolores;Yaltutu
Petén;El Chal;Agricultores Unidos San Juan
Petén;El Chal;Colpeten
Petén;El Chal;El Chal
Petén;El Chal;El Juleque
Petén;El Chal;El Ocote
Petén;El Chal;El Quetzal
Petén;El Chal;EL Quetzalito
Petén;El Chal;El Rosalito
Petén;El Chal;La Machaca
Petén;El Chal;La Puente
Petén;El Chal;La Sardina
Petén;El Chal;Las flores
Petén;El Chal;Las Nuevas Delicias
Petén;El Chal;Los Angeles, Santa Ana, El Chal 
Petén;El Chal;San Juan
Petén;El Chal;Santa Ana, El Chal 
Petén;El Chal;Santa Isabel
Petén;Flores;Agencia Caex Peten
Petén;Flores;Altamira
Petén;Flores;Caoba
Petén;Flores;El Capulinar
Petén;Flores;El Naranjo
Petén;Flores;El Remate
Petén;Flores;El Triunfo
Petén;Flores;El Zapote
Petén;Flores;Flores
Petén;Flores;Ixlu
Petén;Flores;La Maquina
Petén;Flores;Las Viñas
Petén;Flores;Los Tulipanes
Petén;Flores;Macanche
Petén;Flores;Paso Del Norte
Petén;Flores;Paxcaman
Petén;Flores;Porvenir Km.40
Petén;Flores;Santa Elena
Petén;Flores;Socotzal
Petén;Flores;Tikal
Petén;La Libertad;Aldea El Naranjo
Petén;La Libertad;Caserio Las Flores
Petén;La Libertad;Caserio Las Ruinas
Petén;La Libertad;Cruce A La Candelaria
Petén;La Libertad;Cruce Al Chocop
Petén;La Libertad;Cruce El Ceibo
Petén;La Libertad;Cruce El Toro
Petén;La Libertad;El Aguacate
Petén;La Libertad;El Ceibo
Petén;La Libertad;El Esqueleto
Petén;La Libertad;El Naranjo
Petén;La Libertad;El Paraiso Km 107
Petén;La Libertad;El Plantel
Petén;La Libertad;La Bomba
Petén;La Libertad;La Caoba
Petén;La Libertad;La Gloria
Petén;La Libertad;La Libertad
Petén;La Libertad;La Llorona
Petén;La Libertad;La Nueva Candelaria
Petén;La Libertad;La Nueva Esperanza
Petén;La Libertad;La Sabana
Petén;La Libertad;Lagunitas
Petén;La Libertad;Las Cruces Peten
Petén;La Libertad;Las Cuaches
Petén;La Libertad;Las Flores, ruta al Naranjo 
Petén;La Libertad;Las Marias
Petén;La Libertad;Nueva Esperanza
Petén;La Libertad;Nuevo Eden
Petén;La Libertad;Nuevo San Jose
Petén;La Libertad;Poza Del Macho
Petén;La Libertad;Sagrado Corazón, ruta al Naranjo 
Petén;La Libertad;San Diego
Petén;La Libertad;San Joaquin
Petén;La Libertad;Santa Rita
Petén;Las Cruces;El Naranjo, ruta a Melchor 
Petén;Las Cruces;El Subin
Petén;Las Cruces;La Maquina, Ruta a Melchor 
Petén;Las Cruces;Las Cruces
Petén;Las Cruces;Las Viñas, ruta a Melchor 
Petén;Las Cruces;Palestina
Petén;Las Cruces;San Miguel (Otro lado del Lago)
Petén;Melchor de Mencos;Bajo Del Venado
